# page_id = 11a

ཞིང་སྐལ་	[ཞིང་སྐལ་] n.count NOUN Number=Sing #1->1
དེ	[དེ་√d] d.dem DET PronType=Dem #1->1
ར་	[དུ་√case] case.term ADP Case=Ter #2->2
འོག་	[འོག་] n.rel NOUN NounType=Rel #3->3
ཏུ་	[དུ་√case] case.term ADP Case=Ter #4->4
ཐོག་རིམ་	[ཐོག་རིམ་] n.count NOUN Number=Sing #5->5
གསུམ་	[གསུམ་] num.card NUM NumType=Card|NumForm=Word #6->6
ཡོད་པ	[ཡོད་] n.v.invar VERB VerbForm=Vnoun #7->7
།	[།] punc PUNCT #8->7 @punct
སྟེང་	[སྟེང་] n.rel NOUN NounType=Rel #1->1
དུ་	[དུ་√case] case.term ADP Case=Ter #2->2
ཐོག་རིམ་	[ཐོག་རིམ་] n.count NOUN Number=Sing #3->3
གཅིག་	[གཅིག་] num.card NUM NumType=Card|NumForm=Word #4->4
ཡོད་པ་	[ཡོད་] n.v.invar VERB VerbForm=Vnoun #5->5
ལ་	[ལ་√case] case.all ADP Case=All #6->6
གདུང་	[གདུང་] n.count NOUN Number=Sing #7->7
བཟང་པོ་	[བཟང་པོ་] adj ADJ #8->8
ཉ་	[ཉ་] n.count NOUN Number=Sing #9->9
བཞིབ་བཞིབ་	[བཞིབ་བཞིབ་] adj ADJ #10->10
བཏང་	[གཏོང་√1] v.past VERB Tense=Past #11->11	[གཏོང་√2] v.past VERB Tense=Past #11->11
།	[།] punc PUNCT #12->11 @punct
མཐའ་	[མཐའ་] n.count NOUN Number=Sing #1->1
ཕ་བོང་གཡག་རོ་	[ཕ་བོང་གཡག་རོ་] n.count NOUN Number=Sing #2->2
ཙམ་	[ཙམ་√d] d.tsam DET PronType=Tsam #3->2 @det
གྱིས་	[གྱིས་√case] case.agn ADP Case=Agn #4->2 @case
གོ་འཚམས་	[གོ་འཚམས་] n.count NOUN Number=Sing #5->5
མེད་པ	[མེད་པ་] n.v.neg VERB Polarity=Neg|VerbForm=Vnoun #6->6
ར་	[དུ་√case] case.term ADP Case=Ter #7->7
བཏེམས་	[བཏེམས་] v.past VERB Tense=Past #8->8
ནས	[ནས་√cv] cv.ela SCONJ Case=Ela #9->8 @mark
།	[།] punc PUNCT #10->8 @punct
སྒྲུབ་ཁང་	[སྒྲུབ་ཁང་] n.count NOUN Number=Sing #1->1
གི་	[གྱི་√case] case.gen ADP Case=Gen #2->1 @case
སྒོ་	[སྒོ་] n.count NOUN Number=Sing #3->3
གཞན་	[གཞན་√d] d.det DET #4->3 @det
གྱིས་	[གྱིས་√case] case.agn ADP Case=Agn #5->3 @case
མི་	[མི་√neg] neg PART Polarity=Neg #6->7 @advmod
ཤེས་པ་	[ཤེས་] n.v.fut.n.v.pres VERB Tense=Fut,Pres|VerbForm=Vnoun #7->7
དང་	[དང་√case] case.ass ADP Case=Com #8->8
།	[།] punc PUNCT #9->9
ལག་མཐུ	[ལག་མཐུ་] n.count NOUN Number=Sing #1->1
ས་	[གྱིས་√case] case.agn ADP Case=Agn #2->1 @case
གླགས་	[གླགས་] v.invar VERB #3->3
མི་	[མི་√neg] neg PART Polarity=Neg #4->5 @advmod
རྙེད་པ་	[རྙེད་] n.v.fut.n.v.pres VERB Tense=Fut,Pres|VerbForm=Vnoun #5->5
བྱས	[བྱེད་] v.past VERB Tense=Past #6->6
།	[།] punc PUNCT #7->6 @punct
དེ་	[དེ་√d] d.dem DET PronType=Dem #1->1
ནས་	[ནས་√case] case.ela ADP Case=Ela #2->2
མཐུ	[མཐུ་] n.count NOUN Number=Sing #3->3
འི་	[གྱི་√case] case.gen ADP Case=Gen #4->3 @case
གདམས་ངག་	[གདམས་ངག་] n.count NOUN Number=Sing #5->5
གནང་	[གནང་] v.invar VERB #6->6
སྟེ	[ཏེ་√cv] cv.sem SCONJ Case=Sem #7->6 @mark
།	[།] punc PUNCT #8->6 @punct
མཐུ་	[མཐུ་] n.count NOUN Number=Sing #1->1
བསྒྲུབས་	[སྒྲུབ་] v.past VERB Tense=Past #2->2
ནས་	[ནས་√cv] cv.ela SCONJ Case=Ela #3->2 @mark
ཞག་	[ཞག་] n.count NOUN Number=Sing #4->4
བདུན་	[བདུན་] num.card NUM NumType=Card|NumForm=Word #5->5
སོང་བ་	[འགྲོ་] n.v.past VERB Tense=Past|VerbForm=Vnoun #6->6	[སོང་] n.v.past VERB Tense=Past|VerbForm=Vnoun #6->6
དང་	[དང་√case] case.ass ADP Case=Com #7->7
།	[།] punc PUNCT #8->8
བླ་མ་	[བླ་མ་] n.count NOUN Number=Sing #1->1
བྱོན་	[འབྱོན་√1] v.past VERB Tense=Past #2->2
ནས	[ནས་√cv] cv.ela SCONJ Case=Ela #3->2 @mark
།	[།] punc PUNCT #4->2 @punct
སྔ	[སྔ་] adv.temp ADV AdvType=Tim #1->1
ར་	[དུ་√case] case.term ADP Case=Ter #2->1 @case
ཡིན་	[ཡིན་] v.cop AUX #3->3
ན་	[ན་√cv] cv.loc SCONJ Case=Loc #4->4
ཞག་	[ཞག་] n.count NOUN Number=Sing #5->5
བདུན་	[བདུན་] num.card NUM NumType=Card|NumForm=Word #6->6
རེ	[རེ་√d] d.det DET #7->7
ས་	[གྱིས་√case] case.agn ADP Case=Agn #8->8
ཆོག་	[ཆོག་] v.invar VERB #9->9
གིན་	[གྱིན་√cv] cv.cont SCONJ Case=Cont #10->9 @mark
ཡོད	[ཡོད་] v.invar VERB #11->11
།	[།] punc PUNCT #12->11 @punct
ད་	[ད་] adv.temp ADV AdvType=Tim #1->1
ལན་	[ལན་] n.count NOUN Number=Sing #2->2
ཡང་	[འང་√cl] cl.focus PART #3->3
དེ	[དེ་√d] d.dem DET PronType=Dem #4->4
ས་	[གྱིས་√case] case.agn ADP Case=Agn #5->5
ཆོག་	[ཆོག་] v.invar VERB #6->6
ཡོང་	[ཡོང་] v.fut.v.pres VERB Tense=Fut,Pres #7->7
གསུང་བ་	[གསུང་√1] n.v.fut.n.v.pres VERB Tense=Fut,Pres|VerbForm=Vnoun #8->8	[གསུང་√2] n.v.fut.n.v.pres VERB Tense=Fut,Pres|VerbForm=Vnoun #8->8
ལ	[ལ་√case] case.all ADP Case=All #9->9
།	[།] punc PUNCT #10->10
ང	[ང་√p] p.pers PRON PronType=Prs #1->1
ས་	[གྱིས་√case] case.agn ADP Case=Agn #2->1 @case
ཐག་རིང་	[ཐག་རིང་] adj ADJ #3->3
ཀྱི་	[གྱི་√case] case.gen ADP Case=Gen #4->4
མཐུ་	[མཐུ་] n.count NOUN Number=Sing #5->5
ལགས་པ	[ལགས་པ་] n.v.cop AUX VerbForm=Vnoun #6->6
ས་	[གྱིས་√case] case.agn ADP Case=Agn #7->7
ད་དུང་	[ད་དུང་] adv.temp ADV AdvType=Tim #8->8
ཡང་	[འང་√cl] cl.focus PART #9->9
ཞག་	[ཞག་] n.count NOUN Number=Sing #10->10
བདུན་	[བདུན་] num.card NUM NumType=Card|NumForm=Word #11->11
སྒྲུབ་པ	[སྒྲུབ་] n.v.pres VERB Tense=Pres|VerbForm=Vnoun #12->12
ར་	[དུ་√case] case.term ADP Case=Ter #13->13
ཞུ་	[ཞུ་√1] v.fut.v.pres VERB Tense=Fut,Pres #14->14	[ཞུ་√2] v.fut.v.pres VERB Tense=Fut,Pres #14->14
ཞུས་པ	[འཇུ་√3] n.v.past VERB Tense=Past|VerbForm=Vnoun #15->15	[ཞུ་√1] n.v.past VERB Tense=Past|VerbForm=Vnoun #15->15
ས	[གྱིས་√case] case.agn ADP Case=Agn #16->16
།	[།] punc PUNCT #17->17
འོ་	[འོ་] adv.proclausal ADV PronType=Dem #1->1
ན་	[ན་√case] case.loc ADP Case=Loc #2->1 @case
སྒྲུབས་	[སྒྲུབ་] v.imp VERB Mood=Imp #3->3
ཤིག་	[ཅིག་√cv] cv.imp PART Mood=Imp #4->3 @discourse
གསུང་	[གསུང་] v.invar VERB #5->5
སྒྲུབས་པ	[སྒྲུབས་པ་] n.v.past VERB Tense=Past|VerbForm=Vnoun #6->6
ས	[གྱིས་√case] case.agn ADP Case=Agn #7->7
།	[།] punc PUNCT #8->8
ཞག་	[ཞག་] n.count NOUN Number=Sing #1->1
བཅུ་	[བཅུ་] num.card NUM NumType=Card|NumForm=Word #2->2
བཞི་	[བཞི་] num.card NUM NumType=Card|NumForm=Word #3->3
འགྲོ་བ	[འགྲོ་] n.v.fut.n.v.pres VERB Tense=Fut,Pres|VerbForm=Vnoun #4->4
འི་	[གྱི་√case] case.gen ADP Case=Gen #5->5
ནུབ་མོ	[ནུབ་མོ་] n.count NOUN Number=Sing #6->6
།	[།] punc PUNCT #7->7
ཡང་	[འང་] adv.proclausal ADV PronType=Dem #1->1
བླ་མ་	[བླ་མ་] n.count NOUN Number=Sing #2->2
བྱོན་	[འབྱོན་√1] v.past VERB Tense=Past #3->3
ཏེ	[ཏེ་√cv] cv.sem SCONJ Case=Sem #4->3 @mark
།	[།] punc PUNCT #5->3 @punct
དོ་ནུབ་	[དོ་ནུབ་] adv.temp ADV AdvType=Tim #1->1
དཀྱིལ་འཁོར་	[དཀྱིལ་འཁོར་] n.count NOUN Number=Sing #2->2
གྱི་	[གྱི་√case] case.gen ADP Case=Gen #3->2 @case
མཐ	[མཐའ་] n.rel NOUN NounType=Rel #4->4
ར་	[དུ་√case] case.term ADP Case=Ter #5->5
མཐུ	[མཐུ་] n.count NOUN Number=Sing #6->6
འི་	[གྱི་√case] case.gen ADP Case=Gen #7->6 @case
རྟགས་	[རྟགས་] n.count NOUN Number=Sing #8->8
ཡོང་བ་	[ཡོང་] n.v.invar VERB VerbForm=Vnoun #9->9
ཡོད་	[ཡོད་] v.invar VERB #10->10
དོ་	[འོ་√cv] cv.fin PART Mood=Ind #11->10 @discourse
གསུང་	[གསུང་] v.invar VERB #12->12
།	[།] punc PUNCT #13->12 @punct
དེ	[དེ་√d] d.dem DET PronType=Dem #1->1
འི་	[གྱི་√case] case.gen ADP Case=Gen #2->2
ནུབ་མོ་	[ནུབ་མོ་] n.count NOUN Number=Sing #3->3
བཀའ་བསྲུངས་	[བཀའ་བསྲུངས་] n.count NOUN Number=Sing #4->4
དམ་ཅན་	[དམ་ཅན་] n.count NOUN Number=Sing #5->5
རྣམས་	[རྣམས་√d] d.plural DET Number=Plur #6->5 @det
ཀྱིས	[གྱིས་√case] case.agn ADP Case=Agn #7->5 @case
།	[།] punc PUNCT #8->8
མི་མགོ་	[མི་མགོ་] n.count NOUN Number=Sing #1->1
སུམ་	[སུམ་] num.card NUM NumType=Card|NumForm=Word #2->2
ཅུ་	[ཅུ་] num.card NUM NumType=Card|NumForm=Word #3->3
སོ་	[སོ་] num.card NUM NumType=Card|NumForm=Word #4->4
ལྔ་	[ལྔ་] num.card NUM NumType=Card|NumForm=Word #5->5
དོན་སྙིང་	[དོན་སྙིང་] n.count NOUN Number=Sing #6->6
དང་	[དང་√case] case.ass ADP Case=Com #7->6 @case
བཅས་པ་	[བཅས་] n.v.invar VERB VerbForm=Vnoun #8->8
དམར་ཙར་རེ་	[དམར་ཙར་རེ་] adj ADJ #9->9
ཁྱེར་	[འཁྱེར་] v.fut.v.past VERB Tense=Fut,Past #10->10
བྱུང་	[འབྱུང་] v.past VERB Tense=Past #11->11
ནས	[ནས་√cv] cv.ela SCONJ Case=Ela #12->11 @mark
།	[།] punc PUNCT #13->11 @punct
ཁ་སང་	[ཁ་སང་] adv.temp ADV AdvType=Tim #1->1
ནས་	[ནས་√case] case.ela ADP Case=Ela #2->1 @case
ངེད་	[ངེད་√p] p.pers PRON PronType=Prs #3->3
འབོད་	[འབོད་] v.fut.v.pres VERB Tense=Fut,Pres #4->4
རང་	[རང་√p] p.refl PRON Reflex=Yes #5->5
འབོད་	[འབོད་] v.fut.v.pres VERB Tense=Fut,Pres #6->6
ཅིང་	[ཅིང་√cv] cv.impf SCONJ Case=Impf #7->6 @mark
བསྐུལ་བ་	[སྐུལ་] n.v.fut VERB Tense=Fut|VerbForm=Vnoun #8->8
དེ་	[དེ་√d] d.dem DET PronType=Dem #9->9
འདི་	[འདི་√d] d.dem DET PronType=Dem #10->10
ཀ་	[ཀ་√d] d.det DET #11->11


དགོས་པ་	[དགོས་] n.v.invar VERB VerbForm=Vnoun #12->12
ཡིན་	[ཡིན་] v.cop AUX #13->13
ཡོང་	[ཡོང་] v.fut.v.pres VERB Tense=Fut,Pres #14->14
ཟེར་	[ཟེར་√1] v.invar VERB #15->15	[ཟེར་√2] v.invar VERB #15->15
དཀྱིལ་འཁོར་	[དཀྱིལ་འཁོར་] n.count NOUN Number=Sing #16->16
གྱི་	[གྱི་√case] case.gen ADP Case=Gen #17->16 @case
མཐ	[མཐའ་] n.rel NOUN NounType=Rel #18->18
ར་	[དུ་√case] case.term ADP Case=Ter #19->19
སྤུངས་	[སྤུང་] v.past VERB Tense=Past #20->20
སོང་	[འགྲོ་] v.past VERB Tense=Past #21->21	[སོང་] v.past VERB Tense=Past #21->21
།	[།] punc PUNCT #22->21 @punct
ནང་པ	[ནང་པ་] adv.temp ADV AdvType=Tim #1->1
ར་	[དུ་√case] case.term ADP Case=Ter #2->1 @case
ཡང་	[འང་] adv.proclausal ADV PronType=Dem #3->3
བླ་མ་	[བླ་མ་] n.count NOUN Number=Sing #4->4
བྱོན་	[འབྱོན་√1] v.past VERB Tense=Past #5->5
ནས་	[ནས་√cv] cv.ela SCONJ Case=Ela #6->5 @mark
ད་དུང་	[ད་དུང་] adv.temp ADV AdvType=Tim #7->7
བསྒྲལ་རྒྱུ་	[བསྒྲལ་རྒྱུ་] n.v.fut.n.v.past VERB Tense=Fut,Past|VerbForm=Vnoun #8->8
གཉིས་	[གཉིས་] num.card NUM NumType=Card|NumForm=Word #9->9
འདུག་པ་	[འདུག་] n.v.invar VERB VerbForm=Vnoun #10->10
སྒྲོལ་	[སྒྲོལ་] v.pres VERB Tense=Pres #11->11
ལམ་	[འམ་√cv] cv.ques PART Polarity=Xor #12->11 @discourse
འཇོགས་	[འཇོག་√3] v.past VERB Tense=Past #13->13
གསུང་	[གསུང་] v.invar VERB #14->14
།	[།] punc PUNCT #15->14 @punct
དེ	[དེ་√d] d.dem DET PronType=Dem DET PronType=Dem #1->1
ར་	[དུ་√case] case.term ADP Case=Ter ADP Case=Ter #2->2
ང	[ང་√p] p.pers PRON PronType=Prs PRON PronType=Prs #3->3
ས་	[གྱིས་√case] case.agn ADP Case=Agn ADP Case=Agn #4->3 @case
སྙིང་ཚིམ་	[སྙིང་ཚིམ་] n.count NOUN Number=Sing NOUN Number=Sing #5->5
དང་	[དང་√case] case.ass ADP Case=Com ADP Case=Com #6->5 @case
བདེན་གཤགས་	[བདེན་གཤགས་] n.count NOUN Number=Sing NOUN Number=Sing #7->7
བདར་བ	[བདར་] n.v.fut.n.v.pres VERB Tense=Fut,Pres|VerbForm=Vnoun VERB Tense=Fut,Pres|VerbForm=Vnoun #8->8
འི་	[གྱི་√case] case.gen ADP Case=Gen ADP Case=Gen #9->9
རྟེན་	[རྟེན་] n.rel NOUN NounType=Rel NOUN NounType=Rel #10->10
དུ་	[དུ་√case] case.term ADP Case=Ter ADP Case=Ter #11->11
འཇོག་པ	[འཇོག་√3] n.v.fut.n.v.pres VERB Tense=Fut,Pres|VerbForm=Vnoun VERB Tense=Fut,Pres|VerbForm=Vnoun #12->12
ར་	[དུ་√case] case.term ADP Case=Ter ADP Case=Ter #13->13
ཞུ་	[ཞུ་√1] v.fut.v.pres VERB Tense=Fut,Pres VERB Tense=Fut,Pres #14->14	[ཞུ་√2] v.fut.v.pres VERB Tense=Fut,Pres VERB Tense=Fut,Pres #14->14
ཞུས་	[འཇུ་√3] v.past VERB Tense=Past VERB Tense=Past #15->15	[ཞུ་√1] v.past VERB Tense=Past VERB Tense=Past #15->15
ནས་	[ནས་√cv] cv.ela SCONJ Case=Ela SCONJ Case=Ela #16->15 @mark
བཞག་པ	[འཇོག་√1] n.v.past VERB Tense=Past|VerbForm=Vnoun VERB Tense=Past|VerbForm=Vnoun #17->17	[བཞག་] n.v.past VERB Tense=Past|VerbForm=Vnoun VERB Tense=Past|VerbForm=Vnoun #17->17
ས་	[གྱིས་√case] case.agn ADP Case=Agn ADP Case=Agn #18->18
ཨ་ཁུ་	[ཨ་ཁུ་] n.count NOUN Number=Sing NOUN Number=Sing #19->19
དང་	[དང་√case] case.ass ADP Case=Com ADP Case=Com #20->19 @case
ཨ་ནེ་	[ཨ་ནེ་] n.count NOUN Number=Sing NOUN Number=Sing #21->21
ལུས་	[ལུས་] v.invar VERB VERB #22->22
འདུག	[འདུག་] v.invar VERB VERB #23->23
དེ	[དེ་√d] d.dem DET PronType=Dem DET PronType=Dem #1->1
ར་	[དུ་√case] case.term ADP Case=Ter ADP Case=Ter #2->2
དམ་ཅན་	[དམ་ཅན་] n.count NOUN Number=Sing NOUN Number=Sing #3->3
ཆོས་སྐྱོང་	[ཆོས་སྐྱོང་] n.count NOUN Number=Sing NOUN Number=Sing #4->4
རྣམས་	[རྣམས་√d] d.plural DET Number=Plur DET Number=Plur #5->4 @det
ལ་	[ལ་√case] case.all ADP Case=All ADP Case=All #6->4 @case
བཏང་རག་	[བཏང་རག་] n.count NOUN Number=Sing NOUN Number=Sing #7->7
གི་	[གྱི་√case] case.gen ADP Case=Gen ADP Case=Gen #8->7 @case
ཚོགས་	[ཚོགས་] n.count NOUN Number=Sing NOUN Number=Sing #9->9
གཏོར་	[འཐོར་√1] v.invar VERB VERB #10->10
ཕུལ་	[འབུལ་] v.past VERB Tense=Past VERB Tense=Past #11->11
ནས་	[ནས་√cv] cv.ela SCONJ Case=Ela SCONJ Case=Ela #12->11 @mark
འཚམས་	[འཚམས་] n.count NOUN Number=Sing NOUN Number=Sing #13->13
གྲོལ་	[གྲོལ་] v.fut.v.pres VERB Tense=Fut,Pres VERB Tense=Fut,Pres #14->14
ལོ	[འོ་√cv] cv.fin PART Mood=Ind PART Mood=Ind #15->14 @discourse
།	[།] punc PUNCT PUNCT #16->14 @punct
ཁུ་ལུང་	[ཁུ་ལུང་] n.prop PROPN #1->1
ན་	[ན་√case] case.loc ADP Case=Loc #2->1 @case
ད་	[ད་] adv.temp ADV AdvType=Tim #3->3
ལྟ་	[ལྟ་] n.rel NOUN NounType=Rel #4->4
ཡང་	[འང་√cl] cl.focus PART #5->5
སྒྲུབ་ཁང་	[སྒྲུབ་ཁང་] n.count NOUN Number=Sing #6->6
གི་	[གྱི་√case] case.gen ADP Case=Gen #7->6 @case
ཤུལ་	[ཤུལ་] n.count NOUN Number=Sing #8->8
ཡོད་	[ཡོད་] v.invar VERB #9->9
དོ	[འོ་√cv] cv.fin PART Mood=Ind #10->9 @discourse
།	[།] punc PUNCT #11->9 @punct
།	[།] punc PUNCT #1->1
དེ	[དེ་√d] d.dem DET PronType=Dem #1->1
འི་	[གྱི་√case] case.gen ADP Case=Gen #2->2
དུས་	[དུས་] n.rel NOUN NounType=Rel #3->3
ང	[ང་√p] p.pers PRON PronType=Prs #4->4
འི་	[གྱི་√case] case.gen ADP Case=Gen #5->4 @case
ཡུལ་	[ཡུལ་] n.count NOUN Number=Sing #6->6
སྐྱ་རྔ་རྩ་	[སྐྱ་རྔ་རྩ་] n.prop PROPN #7->7
རུ	[དུ་√case] case.term ADP Case=Ter #8->7 @case
།	[།] punc PUNCT #9->9
མཐུ	[མཐུ་] n.count NOUN Number=Sing #1->1
འི་	[གྱི་√case] case.gen ADP Case=Gen #2->1 @case
རྟགས་	[རྟགས་] n.count NOUN Number=Sing #3->3
ཅི་	[ཅི་√p] p.interrog PRON PronType=Int #4->4
འདྲ་	[འདྲ་] n.rel NOUN NounType=Rel #5->5
ཞིག་	[ཅིག་√d] d.indef DET PronType=Ind #6->6
བྱུང་	[འབྱུང་] v.past VERB Tense=Past #7->7
སྙམ་	[སྙམ་] v.invar VERB #8->8
ན	[ན་√cv] cv.loc SCONJ Case=Loc #9->8 @mark
།	[།] punc PUNCT #10->8 @punct
ཨ་ཁུ	[ཨ་ཁུ་] n.count NOUN Number=Sing #1->1
འི་	[གྱི་√case] case.gen ADP Case=Gen #2->1 @case
བུ་	[བུ་] n.count NOUN Number=Sing #3->3
ཆེ་བ་	[ཆེ་] n.v.pres VERB Tense=Pres|VerbForm=Vnoun #4->4
ལ་	[ལ་√case] case.all ADP Case=All #5->5
བག་མ་	[བག་མ་] n.count NOUN Number=Sing #6->6
བླངས་པ	[ལེན་] n.v.past VERB Tense=Past|VerbForm=Vnoun #7->7
འི་	[གྱི་√case] case.gen ADP Case=Gen #8->8
བག་སྟོན་	[བག་སྟོན་] n.count NOUN Number=Sing #9->9
གྱི་	[གྱི་√case] case.gen ADP Case=Gen #10->9 @case
ས	[ས་] n.rel NOUN NounType=Rel #11->11
ར	[དུ་√case] case.term ADP Case=Ter #12->12
།	[།] punc PUNCT #13->13
ཨ་ཁུ	[ཨ་ཁུ་] n.count NOUN Number=Sing #1->1
འི་	[གྱི་√case] case.gen ADP Case=Gen #2->1 @case
བུ་	[བུ་] n.count NOUN Number=Sing #3->3
རྣམས་	[རྣམས་√d] d.plural DET Number=Plur #4->3 @det
དང་	[དང་√case] case.ass ADP Case=Com #5->3 @case
།	[།] punc PUNCT #6->6
གནའ་མ	[གནའ་མ་] n.count NOUN Number=Sing #1->1
ས་	[གྱིས་√case] case.agn ADP Case=Agn #2->1 @case
ཐོག་	[ཐོག་] n.count NOUN Number=Sing #3->3
དྲངས་	[འདྲེན་] v.past VERB Tense=Past #4->4
ངེད་	[ངེད་√p] p.pers PRON PronType=Prs #5->5
མ་སྨད་	[མ་སྨད་] n.count NOUN Number=Sing #6->6
ལ་	[ལ་√case] case.all ADP Case=All #7->6 @case
ཤིན་	[ཤིན་] adv.intense ADV AdvType=Intens #8->8
དུ་	[དུ་√cv] cv.term SCONJ Case=Ter #9->8 @case
སྡང་བ	[སྡང་] n.v.invar VERB VerbForm=Vnoun #10->10
འི་	[གྱི་√case] case.gen ADP Case=Gen #11->11
མི་མདའ་	[མི་མདའ་] n.count NOUN Number=Sing #12->12
སུམ་	[སུམ་] num.card NUM NumType=Card|NumForm=Word #13->13
ཅུ་	[ཅུ་] num.card NUM NumType=Card|NumForm=Word #14->14
སོ་	[སོ་] num.card NUM NumType=Card|NumForm=Word #15->15
ལྔ་	[ལྔ་] num.card NUM NumType=Card|NumForm=Word #16->16
ནང་	[ནང་] n.rel NOUN NounType=Rel #17->17
དུ་	[དུ་√case] case.term ADP Case=Ter #18->18
འཛོམ	[འཛོམ་] v.invar VERB #19->19
།	[།] punc PUNCT #20->19 @punct
# page_id = 16b
འགྲོན་པོ་	[འགྲོན་པོ་] n.count NOUN Number=Sing #1->1
གཞན་	[གཞན་√d] d.det DET #2->1 @det
རྣམས་	[རྣམས་√d] d.plural DET Number=Plur #3->3
དང་	[དང་√case] case.ass ADP Case=Com #4->4
ངེད་	[ངེད་√p] p.pers PRON PronType=Prs #5->5
ལ་	[ལ་√case] case.all ADP Case=All #6->5 @case
དཀར་མི་	[དཀར་མི་] n.count NOUN Number=Sing #7->7
རྣམས་	[རྣམས་√d] d.plural DET Number=Plur #8->7 @det
ཆས་	[ཆ་] v.invar VERB #9->9
ཡོང་བ	[ཡོང་] n.v.invar VERB VerbForm=Vnoun #10->10
འི་	[གྱི་√case] case.gen ADP Case=Gen #11->11
ལམ་	[ལམ་] n.count NOUN Number=Sing #12->12
བར་	[བར་] n.rel NOUN NounType=Rel #13->13
གྱི་	[གྱི་√case] case.gen ADP Case=Gen #14->14
གླེང་མོ་	[གླེང་མོ་] n.count NOUN Number=Sing #15->15
ལ	[ལ་√case] case.all ADP Case=All #16->15 @case
།	[།] punc PUNCT #17->17
མི་བདག་	[མི་བདག་] n.count NOUN Number=Sing #1->1
བདག་	[བདག་] n.count NOUN Number=Sing #2->2
ཏུ་	[དུ་√case] case.term ADP Case=Ter #3->2 @case
རེ	[རེ་] v.invar VERB #4->4
།	[།] punc PUNCT #5->4 @punct
བདག་པོ་	[བདག་པོ་] n.count NOUN Number=Sing #1->1
སྒོ་ཁྱི	[སྒོ་ཁྱི་] n.count NOUN Number=Sing #2->2
ར་	[དུ་√case] case.term ADP Case=Ter #3->2 @case
འདོན་	[འདོན་] v.pres VERB Tense=Pres #4->4
ཟེར་བ	[ཟེར་√1] n.v.fut.n.v.pres VERB Tense=Fut,Pres|VerbForm=Vnoun #5->5	[ཟེར་√2] n.v.fut.n.v.pres VERB Tense=Fut,Pres|VerbForm=Vnoun #5->5
འི་	[གྱི་√case] case.gen ADP Case=Gen #6->6
གཏམ་དཔེ་	[གཏམ་དཔེ་] n.count NOUN Number=Sing #7->7
ཇི་	[ཇི་√p] p.interrog PRON PronType=Int #8->8
བཞིན་	[བཞིན་] n.rel NOUN NounType=Rel #9->9
བྱེད་མཁན་	[བྱེད་མཁན་] n.v.pres VERB Tense=Pres|VerbForm=Vnoun #10->10
སྙིང་མ་སྡུག་	[སྙིང་མ་སྡུག་] n.count NOUN Number=Sing #11->11
འདི་	[འདི་√d] d.dem DET PronType=Dem #12->12
ཚོ་	[ཚོ་√d] d.plural DET Number=Plur #13->13
ལ་	[ལ་√case] case.all ADP Case=All #14->14
ཐོས་པ་དག	[ཐོས་པ་དགའ་] n.prop PROPN #15->15
འི་	[གྱི་√case] case.gen ADP Case=Gen #16->15 @case
ངག་མཐུ་	[ངག་མཐུ་] n.count NOUN Number=Sing #17->17
མི་	[མི་√neg] neg PART Polarity=Neg #18->19 @advmod
ཡོང་	[ཡོང་] v.fut.v.pres VERB Tense=Fut,Pres #19->19
རུང་	[རུང་√cv] cv.rung SCONJ Case=Rung #20->19 @mark
།	[།] punc PUNCT #21->19 @punct
དཀོན་མཆོག་	[དཀོན་མཆོག་] n.count NOUN Number=Sing #1->1
གི་	[གྱི་√case] case.gen ADP Case=Gen #2->1 @case
བདེན་	[བདེན་] n.count NOUN Number=Sing #3->3
མཐུ་	[མཐུ་] n.count NOUN Number=Sing #4->4
གཅིག་	[གཅིག་] num.card NUM NumType=Card|NumForm=Word #5->5
འོང་	[འོང་] v.fut.v.pres VERB Tense=Fut,Pres #6->6
ཐད་པ་	[ཐད་པ་] dunno #7->7
ལ་	[ལ་√case] case.all ADP Case=All #8->8
ཟེར་	[ཟེར་√1] v.invar VERB #9->9	[ཟེར་√2] v.invar VERB #9->9
འདུས་	[འདུ་] v.past VERB Tense=Past #10->10
འོང་བ་	[འོང་] n.v.fut.n.v.pres VERB Tense=Fut,Pres|VerbForm=Vnoun #11->11
རྣམས་	[རྣམས་√d] d.plural DET Number=Plur #12->12
ནང་	[ནང་] n.rel NOUN NounType=Rel #13->13
དུ་	[དུ་√case] case.term ADP Case=Ter #14->14
མ་	[མ་√neg] neg PART Polarity=Neg #15->16 @advmod
ཚུད་	[འཚུད་] v.past VERB Tense=Past #16->16
ཙམ་	[ཙམ་√d] d.tsam DET PronType=Tsam #17->17
གྱི་	[གྱི་√case] case.gen ADP Case=Gen #18->18
བར་	[བར་] n.rel NOUN NounType=Rel #19->19
དེ	[དེ་√d] d.dem DET PronType=Dem #20->20
ར	[དུ་√case] case.term ADP Case=Ter #21->21
།	[།] punc PUNCT #22->22
ཨ་ཁུ་	[ཨ་ཁུ་] n.count NOUN Number=Sing #1->1
དང་	[དང་√case] case.ass ADP Case=Com #2->1 @case
ཨ་ནེ་	[ཨ་ནེ་] n.count NOUN Number=Sing #3->3
གཉིས་	[གཉིས་] num.card NUM NumType=Card|NumForm=Word #4->4
ཀྱིས་	[གྱིས་√case] case.agn ADP Case=Agn #5->5
མི་	[མི་] n.count NOUN Number=Sing #6->6
འདི་	[འདི་√d] d.dem DET PronType=Dem #7->7
ལ་	[ལ་√case] case.all ADP Case=All #8->8
